County,State,TotalPop,Men,Women,White,Black,Native,Asian,Pacific,Other
Parmer , Texas,9852,51.3,48.7,83.5,1.1,0.8,0.3,0.2,9.4
Pecos , Texas,15797,57,43,82.8,3.7,1.1,0.5,0.1,11.1
Polk , Texas,47837,54.1,45.9,84.2,10.3,1.6,0.7,0.1,1.1
Potter , Texas,120899,51.5,48.5,78.1,9.8,0.5,5.4,0.1,2.6
Presidio , Texas,7123,49.1,50.9,94.7,0,1.1,2.5,0,1.7
Rains , Texas,11473,51.1,48.9,90.4,2.8,0.6,0.1,0,3.9
Randall , Texas,132475,49.1,50.9,89.5,2.9,0.4,1.6,0.1,2.2
Red River , Texas,12275,48.8,51.2,79.1,16.9,0.3,0,0,1.2
Reeves , Texas,15125,57.4,42.6,78.8,3.3,0.2,1.5,0.1,15.4
Refugio , Texas,7236,49.6,50.4,79.8,5.9,0.2,0.2,0,7.8
Robertson , Texas,16890,49.1,50.9,76.6,19.4,0.4,0.3,0.1,1.3
Rockwall , Texas,93642,49.3,50.7,85.5,6.1,0.2,2.5,0,2.7
Runnels , Texas,10310,50.8,49.2,92.2,3.1,0.2,0.2,0,3.2
Rusk , Texas,53595,53,47,78.6,17.2,0.2,0.6,0,1.5
Sabine , Texas,10458,48.5,51.5,89.7,6.2,0.1,0,0.2,0.8
San Augustine , Texas,8327,49.1,50.9,73.5,21.1,2,0.2,0,1.7
San Jacinto , Texas,27819,49.3,50.7,86.2,10.5,0.5,0,0,1.1
San Patricio , Texas,67046,50.3,49.7,92.4,1.7,0.3,1,0.1,2.1
San Saba , Texas,5962,51.5,48.5,85.6,2.4,0,0.1,0,7.4
Scurry , Texas,17239,54.7,45.3,87.3,4.9,0.4,0.3,0,4.9
Shelby , Texas,25478,49.3,50.7,77.9,18.3,0.8,1.6,0,0.9
Smith , Texas,225015,48.3,51.7,76.8,17.5,0.3,1.7,0.1,1.8
Somervell , Texas,8743,47.9,52.1,90.9,0.6,1.3,0.4,0.7,5.4
Starr , Texas,63894,48.6,51.4,95.1,0.1,0.1,0.1,0,4.3
Stephens , Texas,9372,51.3,48.7,91,2.4,1,0.4,0,2.2
Swisher , Texas,7484,53.9,46.1,82,5.5,3.4,0.2,0.1,2.4
Tarrant , Texas,2019977,48.9,51.1,67.9,16.2,0.5,5.3,0.2,6.7
Taylor , Texas,136348,48.9,51.1,76.3,7.8,0.9,2.2,0.1,10.1
Terry , Texas,12615,51.6,48.4,89,5.1,0.3,0,0,3.6
Titus , Texas,32730,49,51,69.4,9.2,1.1,1.1,0,17.2
Tom Green , Texas,117466,49.7,50.3,86,4.3,0.4,1.3,0,6.2
Travis , Texas,1203166,50.5,49.5,73.5,8.3,0.6,6.6,0,7.5
Trinity , Texas,14569,48.1,51.9,86.5,9,0.3,1,0,1.2
Tyler , Texas,21496,54.6,45.4,84,11.4,0.1,0.3,0,2.5
Upshur , Texas,40769,49.6,50.4,86,8.4,0.7,0.6,0,2.7
Uvalde , Texas,27009,48.4,51.6,89.3,0.5,0.5,1,0.1,6.3
Val Verde , Texas,49027,50.8,49.2,92.5,1.6,0.3,0.6,0.1,3.9
Van Zandt , Texas,54368,49,51,93,2.6,0.7,0.5,0.1,1.1
Victoria , Texas,91970,48.9,51.1,87.6,6,0.3,1.1,0,2.7
Walker , Texas,71539,58.2,41.8,73.2,23,0.4,1.3,0,0.6
Waller , Texas,49987,49.8,50.2,60.8,24.6,0.8,1,0,10.8
Ward , Texas,11586,50.6,49.4,85.5,4.9,1.5,0.6,0,6.2
Washington , Texas,34796,49.6,50.4,77.6,16.7,0.7,1.7,0.1,1.7
Webb , Texas,272053,48.9,51.1,95.4,0.4,0.2,0.5,0,2.9
Wharton , Texas,41551,49.1,50.9,81.2,14.4,0.1,0.2,0,3.4
Wheeler , Texas,5482,51.9,48.1,87.9,2.9,0.4,0.1,0.3,5.3
Wichita , Texas,131818,51.8,48.2,78.2,10.3,1.1,2.2,0,4.4
Wilbarger , Texas,12906,49.2,50.8,77.9,9.7,1.2,0.7,0,8.6
Willacy , Texas,21754,53.7,46.3,96,0.7,0.6,0,0,2.3
Williamson , Texas,527057,49.2,50.8,80.2,6.3,0.2,6.4,0.1,2.8
Wilson , Texas,48198,50.2,49.8,93.1,1.5,0.3,0.4,0.1,1.9
Winkler , Texas,7802,51,49,88.2,4.6,1.4,0,0,1.9
Wise , Texas,64639,50.2,49.8,93.3,1.3,0.4,0.4,0.2,1.8
Wood , Texas,43815,49.8,50.2,89.6,5.4,0.7,0.3,0.1,2.6
Yoakum , Texas,8571,51.8,48.2,95.8,0.4,0.1,0.1,0,1.8
Young , Texas,18114,49.3,50.7,94.9,2,0.8,0.5,0,1.5
Zapata , Texas,14369,49.9,50.1,93.4,0.1,0,1.2,0,5
Zavala , Texas,12131,51.2,48.8,93.6,0.5,0,0,0,4.8
Beaver , Utah,6443,50.9,49.1,95.9,0,1,0.2,0,2.5
Box Elder , Utah,53001,50.7,49.3,93.1,0.6,1.2,0.8,0.1,2.5
Cache , Utah,122336,50.2,49.8,90.2,0.8,0.5,2,0.4,3.7
Carbon , Utah,20356,49.4,50.6,92.3,0.7,0.8,0.4,0.1,2.4
Davis , Utah,340621,50.4,49.6,90,1.3,0.4,1.8,0.6,2.4
Duchesne , Utah,20219,51,49,89.7,0.5,4,0.5,0.3,3.4
Emery , Utah,10248,51.1,48.9,97.5,0.2,0.7,0.6,0,0
Garfield , Utah,5017,51.7,48.3,93.7,0.2,3.3,0.1,0.4,0.9
Grand , Utah,9616,49.7,50.3,92.9,0.5,3.1,1.9,0.6,0
Iron , Utah,49691,50,50,91,0.5,2.4,0.7,0.1,3
Juab , Utah,10948,51.1,48.9,93.8,0.2,1.1,0.2,0.1,2.4
Kane , Utah,7350,50.2,49.8,93.2,0.4,1.4,0.7,0.1,1.6
Millard , Utah,12733,51.4,48.6,88.1,0,1.2,0.9,0.1,7.9
Morgan , Utah,11391,51.1,48.9,96.6,0.7,0.1,1,0.2,0.6
Salt Lake , Utah,1120805,50.2,49.8,79.2,1.8,0.8,4,1.5,9.4
San Juan , Utah,15281,50.2,49.8,48.3,0.2,47.9,0.4,0.3,0.4
Sanpete , Utah,29366,52.5,47.5,88.1,0.9,1,0.5,0.5,7
Sevier , Utah,21118,51.2,48.8,94.4,0.7,1.8,0.1,0.1,2.4
Summit , Utah,40511,51.3,48.7,94,0.8,0.2,1.6,0,1.4
Tooele , Utah,65185,50.4,49.6,89.7,0.5,0.6,0.8,0.6,4.7
Uintah , Utah,36323,50.9,49.1,88,0.6,7.5,0.4,0.1,1.4
Utah , Utah,590440,50.5,49.5,91.9,0.6,0.5,1.5,0.8,1.8
Wasatch , Utah,30523,50.9,49.1,94.9,0.3,0.1,1.3,0,1.2
Washington , Utah,160537,49.5,50.5,90.9,0.7,1.5,0.8,0.8,3.3
Weber , Utah,247731,50.2,49.8,89.1,1.1,0.7,1.1,0.3,4.3
Addison , Vermont,36939,49.5,50.5,94.2,1.3,0.3,1.9,0,0.6
Bennington , Vermont,35920,49,51,95.7,0.6,0.2,1.1,0,0.3
Caledonia , Vermont,30425,50,50,96.1,1.1,0.2,0.7,0,0.1
Chittenden , Vermont,162052,49.1,50.9,90.5,2.5,0.3,4.2,0,0.5
Essex , Vermont,6208,50.5,49.5,96.4,1,0.3,0.6,0,0.2
Franklin , Vermont,49025,49.7,50.3,95,0.6,0.6,0.4,0,0.8
Grand Isle , Vermont,6965,49.9,50.1,94.5,0.8,0.5,0.5,0,0.2
Lamoille , Vermont,25268,49.8,50.2,95.8,1,0.8,0.6,0,0.2
Orange , Vermont,28937,49.6,50.4,96.7,0.6,0.4,0.2,0.1,0.3
Orleans , Vermont,26911,50.3,49.7,96.4,0.4,0.5,0.2,0,0.3
Rutland , Vermont,59273,49.1,50.9,96.6,0.9,0.5,1,0,0.2
Washington , Vermont,58477,49.3,50.7,95.9,0.8,0.3,0.8,0,0.2
Windham , Vermont,43150,48.5,51.5,94.7,1.2,0.2,1.1,0.1,0.3
Windsor , Vermont,55427,48.8,51.2,95.8,0.7,0.1,0.8,0.1,0.4
Accomack , Virginia,32742,48.4,51.6,68.3,29.2,0.5,0.2,0,0.7
Albemarle , Virginia,106355,47.8,52.2,81.6,9.8,0.2,5.3,0,1.1
Alleghany , Virginia,15286,49.2,50.8,92,5.4,0,0.1,0,0.6
Amelia , Virginia,12854,51.8,48.2,75.8,21.3,0.2,0,0,0
Amherst , Virginia,31882,48.2,51.8,77.2,17.8,0.4,0.5,0.1,0.4
Appomattox , Virginia,15577,48.6,51.4,77.8,19.8,0.1,0.2,0,0.2
Arlington , Virginia,231803,50,50,71.4,9,0.4,10.4,0.1,5.1
Augusta , Virginia,74701,50.7,49.3,92.7,4.2,0.2,0.6,0.1,0.3
Bedford , Virginia,77908,49.2,50.8,89.6,6.8,0.1,1.4,0,0.4
Bland , Virginia,6447,54.9,45.1,96.9,1.8,0,0.1,0,0.1
Botetourt , Virginia,33222,49.3,50.7,93.6,3,0.3,0.8,0,0.9
Brunswick , Virginia,16665,53.4,46.6,41.8,54.7,0.2,0.6,0,0.9
Buchanan , Virginia,22138,50.4,49.6,95.2,2.9,0.2,0.8,0,0.4
Buckingham , Virginia,17004,55.4,44.6,61.3,34.2,0.6,0.3,0,1.8
Campbell , Virginia,55170,48.5,51.5,81.6,14.3,0.1,0.8,0,0.7
Caroline , Virginia,30184,50.2,49.8,65.8,27.9,0.2,0.9,0,1.9
Carroll , Virginia,29738,50.3,49.7,97.4,0.5,0.4,0.1,0,0.2
Charles City , Virginia,6995,49.2,50.8,43.1,46.9,6.5,0.4,0,0.3
Charlotte , Virginia,12095,49.5,50.5,68.8,29,0.1,0.4,0,0.9
Chesterfield , Virginia,339447,48.2,51.8,68.3,22.8,0.3,3.4,0,1.9
Clarke , Virginia,14365,51,49,89.8,4.8,0,0.8,0,1.4
Craig , Virginia,5113,48.9,51.1,99.6,0.2,0,0,0,0
Culpeper , Virginia,50450,50,50,76.2,13.8,0.4,1.4,0.1,3.8
Cumberland , Virginia,9786,49.4,50.6,63.4,32.2,0.8,1,0,0
Dickenson , Virginia,14960,50.7,49.3,98.4,0.7,0,0.1,0,0.1
Dinwiddie , Virginia,28308,49.5,50.5,64.5,32,0,0.7,0.1,1
Essex , Virginia,11036,45,55,55.5,38.8,0.9,0.6,0,2.9
Fairfax , Virginia,1143529,49.6,50.4,62,9.7,0.2,19,0.1,4.4
Fauquier , Virginia,69115,49.6,50.4,86.9,7.3,0.4,1.4,0,0.7
Floyd , Virginia,15666,49.9,50.1,95.7,1.9,0.4,0.2,0,0.5
Fluvanna , Virginia,26282,45.7,54.3,80.7,13.5,0.2,1.4,0.1,0.6
Franklin , Virginia,56233,49,51,88.9,7.8,0.2,0.4,0,1.1
Frederick , Virginia,85153,49.8,50.2,91,4.1,0.3,1.3,0.1,0.8
Giles , Virginia,16814,49.1,50.9,96.6,2.2,0,0.2,0.1,0
Gloucester , Virginia,37161,49.3,50.7,87.9,8.3,0.2,0.8,0,0.1
Goochland , Virginia,22482,49.5,50.5,79.9,16,0.1,1.3,0,0.5
Grayson , Virginia,15811,50.6,49.4,92.5,4.6,0.2,0.3,0,0.5
Greene , Virginia,19410,48.7,51.3,87,5.8,0.2,1.5,0,2
Greensville , Virginia,11659,62.9,37.1,37.9,59.7,0.1,0.1,0,0.4
Halifax , Virginia,34779,47.8,52.2,60.6,34.9,0.3,0.8,0,0.7
Hanover , Virginia,104449,49,51,86.6,9.1,0.2,1.6,0.1,0.4
Henrico , Virginia,325642,47.4,52.6,57,29.5,0.2,8.2,0,1.9
Henry , Virginia,51588,48.2,51.8,72,22.3,0.1,0.7,0,2.7
Isle of Wight , Virginia,36372,48.8,51.2,72.4,21.9,0.3,1,0.1,1.1
James City , Virginia,74153,48.4,51.6,80.4,13.2,0.2,2.4,0,0.5
King and Queen , Virginia,7052,50.2,49.8,68.4,25.5,0.3,0,0,0.1
King George , Virginia,25890,50.2,49.8,77.7,16.3,0.3,1.2,0,0.4
King William , Virginia,16497,49.2,50.8,77.4,16.7,0.9,1.3,0,0.4
Lancaster , Virginia,10804,47.3,52.7,68.2,30.7,0,0.6,0,0
Lee , Virginia,24134,52.2,47.8,93.4,4.3,0.4,0.3,0,0.6
Loudoun , Virginia,385143,49.5,50.5,66.2,7.5,0.3,18,0.1,3.1
Louisa , Virginia,35380,49.1,50.9,78.7,14.8,0.2,0.7,0,2
Lunenburg , Virginia,12278,51,49,62.3,30.8,0.1,3.2,0,1.5
Madison , Virginia,13139,48.3,51.7,85.8,6.9,0,0.8,0,1.5
Mathews , Virginia,8796,48.8,51.2,86.3,10.3,0.2,0.3,0,0
Mecklenburg , Virginia,30847,48.3,51.7,62.1,35.6,0.2,0.1,0,0.7
Middlesex , Virginia,10700,48.4,51.6,77.8,15.4,0.5,0.2,0.1,3.3
Montgomery , Virginia,97997,51.8,48.2,85.9,4.6,0.4,6.6,0,0.9
Nelson , Virginia,14812,48.6,51.4,84.2,12.9,0.3,0.4,0,1.3
New Kent , Virginia,21103,50.2,49.8,81.5,11.4,1,1.1,0,0.8
Northampton , Virginia,11957,47.7,52.3,62.2,33.6,0,0.9,0.1,0.4
Northumberland , Virginia,12223,48.8,51.2,70.3,27.5,0.2,0.2,0,0
Nottoway , Virginia,15500,54.2,45.8,56.8,40.7,0.1,0.3,0.3,1.1
Orange , Virginia,35612,48.9,51.1,81.9,12.5,0.3,1,0,1.1
Page , Virginia,23749,49.2,50.8,95.5,1.5,0.1,0.4,0,0.8
Patrick , Virginia,17859,49.8,50.2,92.3,5.7,0.4,0.4,0,0.6
Pittsylvania , Virginia,61676,49,51,74.9,20.1,0.1,0.4,0,1.5
Powhatan , Virginia,28574,53.4,46.6,86.5,10.9,0.3,0.3,0.1,0.4
Prince Edward , Virginia,22956,50.1,49.9,63.9,32,0.3,0.6,0,1.4
Prince George , Virginia,37894,54.4,45.6,58.5,32.2,0.6,1.8,0.4,1.9
Prince William , Virginia,456749,49.9,50.1,57.7,20.7,0.4,8.1,0.1,7
Pulaski , Virginia,34234,50.1,49.9,92.1,4.6,0,0.7,0,0.5
Rappahannock , Virginia,7332,49.5,50.5,90.2,4.8,0.2,1.4,0,1.2
Richmond , Virginia,8878,55.5,44.5,64.7,27.6,0.4,0.3,0,2.3
Roanoke , Virginia,93583,47.9,52.1,88.2,5.7,0.1,2.9,0,0.5
Rockbridge , Virginia,22509,49.7,50.3,93.6,3.3,0.3,0.7,0,0.1
Rockingham , Virginia,79444,49,51,93.7,2.5,0.3,0.7,0.1,0.9
Russell , Virginia,27408,48.8,51.2,97.3,1.3,0.1,0,0,0
Scott , Virginia,22009,50.4,49.6,98,0.7,0.3,0.4,0,0.1
Shenandoah , Virginia,43045,48.9,51.1,93.9,2,0.1,0.9,0,0.9
Smyth , Virginia,31059,49.3,50.7,95.7,2.4,0,0.5,0.1,0.2
Southampton , Virginia,17939,52.1,47.9,62.1,33.1,0.4,0.2,0,0.3
Spotsylvania , Virginia,131412,49.1,50.9,72.4,16.1,0.4,2.5,0.1,4.5
Stafford , Virginia,144012,50.4,49.6,68,17.3,0.3,3.4,0.1,5.6
Surry , Virginia,6600,48.5,51.5,52.8,45.2,0,0.2,0,0.2
Sussex , Virginia,11486,59.5,40.5,39.5,56.5,0.3,0.4,0,0.8
Tazewell , Virginia,42080,49.5,50.5,94.7,3.2,0.3,0.6,0.1,0.2
Warren , Virginia,39449,49.9,50.1,89.9,3.8,0.3,1.1,0,1.2
Washington , Virginia,54406,49.4,50.6,96.2,1.4,0.1,0.5,0,0.6
Westmoreland , Virginia,17638,48.9,51.1,67.5,26.2,0.5,0.6,0,2.7
Wise , Virginia,39025,52.5,47.5,92.2,5.7,0.1,0.4,0,0.1
Wythe , Virginia,28940,48.8,51.2,94.8,3.2,0.2,0.4,0,0.3
York , Virginia,67587,49.2,50.8,75.5,13,0.2,5.6,0.3,1
Alexandri, Virginia,156505,48.1,51.9,62,21.9,0.2,6.1,0,4.6
Bristo, Virginia,16843,47.5,52.5,87.9,7.1,0,0.1,0,1.4
Buena Vist, Virginia,6399,44.5,55.5,88.7,6,0.1,4.3,0.1,0.2
Charlottesvill, Virginia,47042,48.5,51.5,70.4,18.7,0.3,7.1,0,0.4
Chesapeak, Virginia,237820,48.9,51.1,61.4,29.9,0.2,3.3,0.1,1.6
Colonial Height, Virginia,17593,45.8,54.2,76.6,14.7,0.3,3.7,0.1,1.4
Covingto, Virginia,5582,49.1,50.9,82.6,13.2,0,1.3,0.1,0
Danvill, Virginia,41512,45.9,54.1,45.3,49.2,0.1,1.1,0.1,1.2
Empori, Virginia,5381,44.8,55.2,25.7,69.7,0.1,0.3,0,0.2
Fairfa, Virginia,23865,49.4,50.6,69,4.6,0.2,17,0,4.1
Falls Churc, Virginia,14067,49.9,50.1,80.2,4.8,0.2,10.1,0,1.6
Frankli, Virginia,8211,44,56,37.1,58.9,0,0.3,0,1.1
Fredericksbur, Virginia,28469,45.9,54.1,62.6,22.2,0.2,2.3,0.2,5.8
Gala, Virginia,6638,47.8,52.2,87.7,9.2,0,0.3,0,2.1
Hampto, Virginia,135583,48.1,51.9,41.4,50.2,0.5,2.6,0.1,1.8
Harrisonbur, Virginia,53391,47.9,52.1,81.1,7.4,0,4,0,1.7
Hopewel, Virginia,22408,46.3,53.7,51,42.3,0.1,1.4,0,2.7
Lexingto, Virginia,7110,55,45,86.7,6.4,0,3.7,0,0
Lynchbur, Virginia,80131,46.8,53.2,65,28.5,0.3,2.7,0,1
Manassa, Virginia,41457,50.1,49.9,66.3,13.9,0.7,5.5,0.2,8.7
Manassas Par, Virginia,16423,52.2,47.8,63.6,15.2,0.3,10.8,0,6.5
Martinsvill, Virginia,13101,44.8,55.2,48.8,47.3,0.7,0.3,0,0.8
Newport New, Virginia,180145,48.4,51.6,48.3,40.9,0.2,3.2,0.2,2.1
Norfol, Virginia,245592,52.2,47.8,47,41.6,0.4,3.7,0.1,3
Petersbur, Virginia,31827,46,54,17.3,77.2,0.2,1,0.1,2.2
Poquoso, Virginia,12039,48.6,51.4,94.3,1.2,0.2,2,0,0.2
Portsmout, Virginia,95311,48.2,51.8,40.2,52.7,0.5,1.3,0.1,1.5
Radfor, Virginia,17630,47.8,52.2,84.5,9.8,0,1.5,0.1,0.7
Richmon, Virginia,223787,47.5,52.5,45.4,47.8,0.4,2.1,0,1
Roanok, Virginia,99621,48,52,62.5,28.7,0.2,3.1,0,1.9
Sale, Virginia,25519,46.6,53.4,87.3,7,0.1,1.8,0.1,0.4
Staunto, Virginia,24452,45.8,54.2,83.4,11.7,0.3,1.4,0,0.3
Suffol, Virginia,89160,48.3,51.7,51.7,41.6,0.2,1.9,0,1
Virginia Beac, Virginia,450135,49.2,50.8,66.7,19,0.3,6.6,0.1,2
Waynesbor, Virginia,21926,48.6,51.4,81.3,14.1,0.4,0.9,0.2,0.7
Williamsbur, Virginia,14788,45.5,54.5,74.5,14,0.5,6.5,0,0.4
Wincheste, Virginia,27789,48.8,51.2,80.4,10,0.3,1.8,0.1,2.6
Adams , Washington,19452,50.6,49.4,69.3,0.8,3.7,1,0,23.5
Asotin , Washington,22337,48,52,92.8,0.4,1.3,0.9,0.2,0.6
Benton , Washington,194168,50,50,81.5,1.6,0.7,2.6,0.1,9.6
Chelan , Washington,75757,49.8,50.2,85.3,0.5,0.7,1.1,0.1,9
Clallam , Washington,74487,49.5,50.5,88,1.1,4.7,1.5,0.1,0.9
Clark , Washington,465384,49.4,50.6,84.5,1.7,0.6,4.5,0.8,3
Cowlitz , Washington,105112,49.4,50.6,89.4,0.8,1.5,1.2,0.3,1.6
Douglas , Washington,41371,50.3,49.7,70.1,0.4,0.8,0.8,0.2,24
Ferry , Washington,7576,51.3,48.7,76,0.1,13.5,1,0.2,0.9
Franklin , Washington,90660,52,48,70.6,2.4,1,2.3,0.2,19.1
Grant , Washington,94860,50.7,49.3,70.4,0.7,1.2,1,0.1,22.2
Grays Harbor , Washington,71967,51.4,48.6,88,1,4.4,1.6,0.3,0.6
Island , Washington,81636,50,50,84.7,3.2,1.1,4.6,0.4,1.3
Jefferson , Washington,30856,49.8,50.2,91.3,0.8,2.1,1.7,0.3,0.5
King , Washington,2163257,50.1,49.9,64.9,6.3,0.6,17.1,0.8,3.9
Kitsap , Washington,262475,51.1,48.9,81.2,2.5,1,4.8,0.8,2.1
Kittitas , Washington,44825,50.3,49.7,88.6,1,0.8,1.7,0.8,3.8
Klickitat , Washington,21396,50.2,49.8,91.7,0.2,3.1,0.8,0,2.2
Lewis , Washington,76947,50,50,90.6,0.6,0.7,1.2,0.2,1.6
Lincoln , Washington,10435,50.9,49.1,93.9,0.7,1.3,0.7,0.3,0.6
Mason , Washington,62627,51.8,48.2,83.5,1.7,2.8,1.4,0.5,4.9
Okanogan , Washington,41638,50.6,49.4,73.1,0.5,9.8,0.9,0.1,10.4
Pacific , Washington,21281,50,50,88.5,0.3,1.4,1.8,0.6,2.8
Pend Oreille , Washington,13219,50.6,49.4,89.9,0.2,3.8,1,0.3,2.2
Pierce , Washington,859840,49.7,50.3,73.4,6.7,1.3,6.2,1.4,2.9
San Juan , Washington,16473,48.3,51.7,92.1,0.9,0.9,1.4,0.2,2.1
Skagit , Washington,123907,49.5,50.5,82.1,0.8,1.8,2,0.2,9.2
Skamania , Washington,11620,50.4,49.6,92.9,0.9,2.1,1.1,0.2,1.3
Snohomish , Washington,786620,50.2,49.8,76.3,2.9,0.9,10.4,0.5,2.8
Spokane , Washington,497875,49.6,50.4,88.1,1.6,1.5,2.2,0.5,1.4
Stevens , Washington,44214,49.6,50.4,88.8,0.5,4.9,0.6,0,1
Thurston , Washington,274684,48.9,51.1,81.7,3.1,1.4,5.8,0.9,1.3
Walla Walla , Washington,60236,51.2,48.8,84.4,1.8,0.7,1.7,0.1,7.1
Whatcom , Washington,216812,49.5,50.5,83.9,1,3,4.1,0.3,3.2
Whitman , Washington,48593,50.9,49.1,82.6,2.2,0.5,8.4,0.2,1.7
Yakima , Washington,249325,50.1,49.9,78.1,1.1,4.2,0.9,0.1,12.3
Barbour , West Virginia,16730,48.7,51.3,96,1.2,0.4,0.6,0,0.2
Berkeley , West Virginia,113495,49.4,50.6,87,7.7,0.1,1,0,1.2
Boone , West Virginia,22817,49.7,50.3,97.9,0.9,0,0.2,0,0
Braxton , West Virginia,14282,49.9,50.1,97.9,0.4,0,0,0.2,0
Brooke , West Virginia,22772,49.1,50.9,96.4,1.7,0,0.3,0.2,0.2
Cabell , West Virginia,95318,49,51,90.7,5,0.2,1.4,0.1,0.6
Calhoun , West Virginia,7396,49.2,50.8,99.2,0,0.1,0,0,0
Clay , West Virginia,8785,49.9,50.1,99.3,0,0.1,0,0.3,0
Doddridge , West Virginia,8536,55,45,96.1,1.3,0.3,0.3,0,0.1
Fayette , West Virginia,44126,50.1,49.9,93.4,5.1,0.2,0.1,0,0.1
Gilmer , West Virginia,8205,57.7,42.3,82.8,11,0.4,1,0,1.7
Grant , West Virginia,11641,49.9,50.1,97.2,1.6,0,0,0,0.3
Greenbrier , West Virginia,35347,48.7,51.3,94,2.4,0,0.7,0,0.5
Hampshire , West Virginia,23363,51.3,48.7,97.1,1.5,0.3,0.3,0,0
Hancock , West Virginia,29680,48.4,51.6,95.1,1.9,0.3,0.5,0,0
Hardy , West Virginia,13842,51.4,48.6,91.4,5.5,0.6,1.6,0,0.1
Harrison , West Virginia,68209,48.8,51.2,95.5,1.7,0.1,0.6,0,0.1
Jackson , West Virginia,29018,49.7,50.3,97.5,0.1,0.8,0.3,0,0.1
Jefferson , West Virginia,56179,49.4,50.6,87,6.4,0.2,1.5,0,2
Kanawha , West Virginia,185710,48.2,51.8,88.5,7.2,0.2,1.1,0,0.2
Lewis , West Virginia,16276,50.4,49.6,97.5,0.3,0.2,0.3,0,0.1
Lincoln , West Virginia,21078,50,50,98.7,0.4,0,0.2,0,0
Logan , West Virginia,33801,49.3,50.7,96.6,1.7,0.4,0.1,0,0.1
McDowell , West Virginia,19217,51.2,48.8,88.9,8.4,0.1,0,0,0.9
Marion , West Virginia,56497,49.2,50.8,93.7,3.6,0.4,0.6,0,0.5
Marshall , West Virginia,31645,49.7,50.3,97.5,1,0.4,0.2,0.1,0.1
Mason , West Virginia,26939,48.4,51.6,97.4,0.4,0.1,0.1,0,0.1
Mercer , West Virginia,60486,47.5,52.5,91.2,6.2,0.2,0.6,0,0
Mineral , West Virginia,27278,50,50,94.9,3.5,0,0.4,0,0.3
Mingo , West Virginia,24741,48.6,51.4,95.8,2.6,0.1,0.1,0,0.5
Monongalia , West Virginia,105252,51.8,48.2,89.5,3.6,0.1,3.6,0,0.6
Monroe , West Virginia,13467,49.6,50.4,97,0.9,0.5,0,0,0
Morgan , West Virginia,17624,49.7,50.3,96.9,0.7,0.6,0.1,0,0.3
Nicholas , West Virginia,25324,49,51,97.1,0.8,0.4,0.3,0,0.3
Ohio , West Virginia,42547,48.1,51.9,93.1,4,0.2,0.7,0,0.3
Pendleton , West Virginia,7056,51.3,48.7,95.6,3.4,0,0.1,0,0.4
Pleasants , West Virginia,7507,54.1,45.9,98.8,0.2,0,0,0,0
Pocahontas , West Virginia,8531,51.3,48.7,98.7,0.4,0,0,0,0.2
Preston , West Virginia,33837,51.4,48.6,92.5,4.7,0.6,0.3,0,0.7
Putnam , West Virginia,56652,49.2,50.8,96.4,1.2,0.1,0.7,0.1,0.1
Raleigh , West Virginia,76232,50.1,49.9,88.1,7.6,0.4,0.9,0,0.8
Randolph , West Virginia,29065,51.1,48.9,96.6,2,0.4,0.6,0,0.3
Ritchie , West Virginia,9932,50,50,99,0.1,0,0,0,0.6
Roane , West Virginia,14205,49.5,50.5,97.7,0.1,0.2,0.1,0,0.3
Summers , West Virginia,13018,46,54,93.2,4.3,0.2,0,0,0.1
Taylor , West Virginia,16951,50.6,49.4,96.6,1,0,0.9,0,0.5
Tucker , West Virginia,7027,50.4,49.6,97.5,0.5,0,0.4,0,0.4
Tyler , West Virginia,8909,49.8,50.2,98,0.3,0.2,0.5,0,0.1
Upshur , West Virginia,24605,49.6,50.4,97,1.8,0.2,0.2,0,0.1
Wayne , West Virginia,40708,48.7,51.3,97.8,0.5,0.1,0.3,0,0.3
Webster , West Virginia,8518,49.3,50.7,99.7,0,0,0,0,0.1
Wetzel , West Virginia,15614,48.6,51.4,97.4,1,0,0.4,0,0.3
Wirt , West Virginia,5797,50.4,49.6,98.2,1.4,0,0,0,0.1
Wood , West Virginia,85556,48.2,51.8,96.2,1.3,0.2,0.5,0,0.1
Wyoming , West Virginia,21711,49.3,50.7,97.4,1,0,0.2,0,0.1
Adams , Wisconsin,20073,53.7,46.3,92.9,2.8,0.8,0.6,0,1
Ashland , Wisconsin,15712,50.5,49.5,84,0.7,12,0.4,0.1,0.4
Barron , Wisconsin,45252,50,50,95.2,1.4,0.7,0.7,0,0.8
Bayfield , Wisconsin,14992,50.9,49.1,86.1,0.8,9.9,0.5,0,0.2
Brown , Wisconsin,259786,49.6,50.4,85,2.3,2.5,3.2,0,3.7
Buffalo , Wisconsin,13167,50.6,49.4,97,0.6,0.2,0.1,0,0.9
Burnett , Wisconsin,15258,51.3,48.7,91.5,0.5,4.1,0.4,0,0.2
Calumet , Wisconsin,49807,50.1,49.9,94.6,0.8,0.6,2.4,0,0.6
Chippewa , Wisconsin,63635,52,48,95,1.2,0.2,1.3,0,0.2
Clark , Wisconsin,34491,50.7,49.3,96.3,0.5,0.2,0.4,0,1.1
Columbia , Wisconsin,56954,51,49,94.9,1.2,0.4,0.8,0,0.8
Crawford , Wisconsin,16288,52.1,47.9,95.4,2,0.3,0.5,0,0.1
Dane , Wisconsin,529843,49.7,50.3,83.7,5.2,0.3,5.9,0,1.8
